Timestamp,EPC,Antenna,RSSI,Channel,Address
1560932097203306,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932097236760,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932097260943,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932097263480,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932097265404,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932097293508,E2000019510802051320B90E,1,-66.5,866.9,SpeedwayR-12-CB-07.local
1560932097321424,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932097324454,E2000019510802011320B0CC,2,-70,866.9,SpeedwayR-12-CB-07.local
1560932097357211,E2000019510802091320B910,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932097393395,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932097394495,E2000019510802091320B910,4,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932097395984,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932097421885,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932097454133,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932097455221,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932097486404,E2000019510802091320B910,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932097488584,E2000019510802051320B90E,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932097521891,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932097525637,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932097559007,E2000019510802051320B90E,1,-68,866.9,SpeedwayR-12-CB-07.local
1560932097586655,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932097591277,E2000019510802011320B0CC,2,-69,866.9,SpeedwayR-12-CB-07.local
1560932097621963,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932097623363,E2000019510802051320B90E,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932097658337,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932097659678,E2000019510802011320B0CC,4,-64,866.9,SpeedwayR-12-CB-07.local
1560932097660949,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932097693014,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932097724222,E2000019510802051320B90E,2,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932097725762,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932097762949,E2000019510802051320B90E,3,-71.5,866.9,SpeedwayR-12-CB-07.local
1560932097764504,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932097793349,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932097794420,E2000019510802011320B0CC,4,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932097799256,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932097832651,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932097861407,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932097865293,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932097897944,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932097913354,E2000019510802011320B0CC,3,-73.5,866.9,SpeedwayR-12-CB-07.local
1560932097924896,E2000019510802051320B90E,3,-73.5,866.9,SpeedwayR-12-CB-07.local
1560932097951049,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932097952238,E2000019510802011320B0CC,4,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932097954347,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932097982850,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932098015602,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932098020251,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098053199,E2000019510802091320B910,3,-71.5,866.9,SpeedwayR-12-CB-07.local
1560932098085154,E2000019510802011320B0CC,4,-64,866.9,SpeedwayR-12-CB-07.local
1560932098087518,E2000019510802091320B910,4,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098089157,E2000019510802051320B90E,4,-71,866.9,SpeedwayR-12-CB-07.local
1560932098111952,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932098144691,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098147711,E2000019510802051320B90E,2,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932098178051,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932098180631,E2000019510802051320B90E,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932098206925,E2000019510802051320B90E,4,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932098210154,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932098211450,E2000019510802011320B0CC,4,-64,866.9,SpeedwayR-12-CB-07.local
1560932098242741,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932098273988,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098276921,E2000019510802051320B90E,2,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932098308971,E2000019510802051320B90E,3,-71,866.9,SpeedwayR-12-CB-07.local
1560932098310665,E2000019510802091320B910,3,-69,866.9,SpeedwayR-12-CB-07.local
1560932098342216,E2000019510802011320B0CC,4,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932098346212,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932098347522,E2000019510802091320B910,4,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098374547,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932098406106,E2000019510802011320B0CC,2,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932098407458,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932098436487,E2000019510802091320B910,3,-68,866.9,SpeedwayR-12-CB-07.local
1560932098459874,E2000019510802051320B90E,3,-73.5,866.9,SpeedwayR-12-CB-07.local
1560932098483639,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932098487409,E2000019510802011320B0CC,4,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932098488953,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932098520222,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932098553831,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932098555446,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098586997,E2000019510802091320B910,3,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098600292,E2000019510802051320B90E,3,-73.5,866.9,SpeedwayR-12-CB-07.local
1560932098631620,E2000019510802051320B90E,4,-70,866.9,SpeedwayR-12-CB-07.local
1560932098633245,E2000019510802011320B0CC,4,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932098634328,E2000019510802091320B910,4,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932098666142,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932098698975,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098700647,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932098732021,E2000019510802091320B910,3,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098757047,E2000019510802051320B90E,3,-73.5,866.9,SpeedwayR-12-CB-07.local
1560932098778028,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932098779286,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098781250,E2000019510802011320B0CC,4,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932098808632,E2000019510802051320B90E,1,-66.5,866.9,SpeedwayR-12-CB-07.local
1560932098838920,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932098842735,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932098872727,E2000019510802091320B910,3,-69,866.9,SpeedwayR-12-CB-07.local
1560932098907286,E2000019510802091320B910,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932098912426,E2000019510802051320B90E,4,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932098913994,E2000019510802011320B0CC,4,-66,866.9,SpeedwayR-12-CB-07.local
1560932098946235,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932098979340,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932098982491,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932099016237,E2000019510802091320B910,3,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099031425,E2000019510802051320B90E,3,-74,866.9,SpeedwayR-12-CB-07.local
1560932099059316,E2000019510802091320B910,4,-67,866.9,SpeedwayR-12-CB-07.local
1560932099062082,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099063154,E2000019510802011320B0CC,4,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932099096787,E2000019510802051320B90E,1,-68,866.9,SpeedwayR-12-CB-07.local
1560932099126231,E2000019510802011320B0CC,2,-68,866.9,SpeedwayR-12-CB-07.local
1560932099127505,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099160525,E2000019510802091320B910,3,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932099186598,E2000019510802091320B910,4,-67,866.9,SpeedwayR-12-CB-07.local
1560932099188139,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932099192811,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
